"Countries","Lat","Long","data","cases","deaths"
"China",26.8154,106.8748,2020-12-02,147,2
"China",26.8154,106.8748,2020-12-03,147,2
"China",26.8154,106.8748,2020-12-04,147,2
"China",26.8154,106.8748,2020-12-05,147,2
"China",26.8154,106.8748,2020-12-06,147,2
"China",26.8154,106.8748,2020-12-07,147,2
"China",26.8154,106.8748,2020-12-08,147,2
"China",26.8154,106.8748,2020-12-09,147,2
"China",26.8154,106.8748,2020-12-10,147,2
"China",26.8154,106.8748,2020-12-11,147,2
"China",26.8154,106.8748,2020-12-12,147,2
"China",26.8154,106.8748,2020-12-13,147,2
"China",26.8154,106.8748,2020-12-14,147,2
"China",26.8154,106.8748,2020-12-15,147,2
"China",26.8154,106.8748,2020-12-16,147,2
"China",26.8154,106.8748,2020-12-17,147,2
"China",26.8154,106.8748,2020-12-18,147,2
"China",26.8154,106.8748,2020-12-19,147,2
"China",26.8154,106.8748,2020-12-20,147,2
"China",26.8154,106.8748,2020-12-21,147,2
"China",26.8154,106.8748,2020-12-22,147,2
"China",26.8154,106.8748,2020-12-23,147,2
"China",26.8154,106.8748,2020-12-24,147,2
"China",26.8154,106.8748,2020-12-25,147,2
"China",26.8154,106.8748,2020-12-26,147,2
"China",26.8154,106.8748,2020-12-27,147,2
"China",26.8154,106.8748,2020-12-28,147,2
"China",26.8154,106.8748,2020-12-29,147,2
"China",26.8154,106.8748,2020-12-30,147,2
"China",26.8154,106.8748,2020-12-31,147,2
"China",26.8154,106.8748,2021-01-01,147,2
"China",26.8154,106.8748,2021-01-02,147,2
"China",26.8154,106.8748,2021-01-03,147,2
"China",26.8154,106.8748,2021-01-04,147,2
"China",26.8154,106.8748,2021-01-05,147,2
"China",26.8154,106.8748,2021-01-06,147,2
"China",26.8154,106.8748,2021-01-07,147,2
"China",26.8154,106.8748,2021-01-08,147,2
"China",26.8154,106.8748,2021-01-09,147,2
"China",26.8154,106.8748,2021-01-10,147,2
"China",26.8154,106.8748,2021-01-11,147,2
"China",26.8154,106.8748,2021-01-12,147,2
"China",26.8154,106.8748,2021-01-13,147,2
"China",26.8154,106.8748,2021-01-14,147,2
"China",26.8154,106.8748,2021-01-15,147,2
"China",26.8154,106.8748,2021-01-16,147,2
"China",26.8154,106.8748,2021-01-17,147,2
"China",26.8154,106.8748,2021-01-18,147,2
"China",26.8154,106.8748,2021-01-19,147,2
"China",26.8154,106.8748,2021-01-20,147,2
"China",26.8154,106.8748,2021-01-21,147,2
"China",26.8154,106.8748,2021-01-22,147,2
"China",26.8154,106.8748,2021-01-23,147,2
"China",26.8154,106.8748,2021-01-24,147,2
"China",26.8154,106.8748,2021-01-25,147,2
"China",26.8154,106.8748,2021-01-26,147,2
"China",26.8154,106.8748,2021-01-27,147,2
"China",26.8154,106.8748,2021-01-28,147,2
"China",26.8154,106.8748,2021-01-29,147,2
"China",26.8154,106.8748,2021-01-30,147,2
"China",26.8154,106.8748,2021-01-31,147,2
"China",26.8154,106.8748,2021-02-01,147,2
"China",26.8154,106.8748,2021-02-02,147,2
"China",26.8154,106.8748,2021-02-03,147,2
"China",26.8154,106.8748,2021-02-04,147,2
"China",26.8154,106.8748,2021-02-05,147,2
"China",26.8154,106.8748,2021-02-06,147,2
"China",26.8154,106.8748,2021-02-07,147,2
"China",26.8154,106.8748,2021-02-08,147,2
"China",26.8154,106.8748,2021-02-09,147,2
"China",26.8154,106.8748,2021-02-10,147,2
"China",26.8154,106.8748,2021-02-11,147,2
"China",26.8154,106.8748,2021-02-12,147,2
"China",26.8154,106.8748,2021-02-13,147,2
"China",26.8154,106.8748,2021-02-14,147,2
"China",26.8154,106.8748,2021-02-15,147,2
"China",26.8154,106.8748,2021-02-16,147,2
"China",26.8154,106.8748,2021-02-17,147,2
"China",26.8154,106.8748,2021-02-18,147,2
"China",26.8154,106.8748,2021-02-19,147,2
"China",26.8154,106.8748,2021-02-20,147,2
"China",26.8154,106.8748,2021-02-21,147,2
"China",26.8154,106.8748,2021-02-22,147,2
"China",26.8154,106.8748,2021-02-23,147,2
"China",26.8154,106.8748,2021-02-24,147,2
"China",26.8154,106.8748,2021-02-25,147,2
"China",26.8154,106.8748,2021-02-26,147,2
"China",26.8154,106.8748,2021-02-27,147,2
"China",26.8154,106.8748,2021-02-28,147,2
"China",26.8154,106.8748,2021-03-01,147,2
"China",26.8154,106.8748,2021-03-02,147,2
"China",26.8154,106.8748,2021-03-03,147,2
"China",26.8154,106.8748,2021-03-04,147,2
"China",26.8154,106.8748,2021-03-05,147,2
"China",26.8154,106.8748,2021-03-06,147,2
"China",26.8154,106.8748,2021-03-07,147,2
"China",26.8154,106.8748,2021-03-08,147,2
"China",26.8154,106.8748,2021-03-09,147,2
"China",26.8154,106.8748,2021-03-10,147,2
"China",26.8154,106.8748,2021-03-11,147,2
"China",26.8154,106.8748,2021-03-12,147,2
"China",26.8154,106.8748,2021-03-13,147,2
"China",26.8154,106.8748,2021-03-14,147,2
"China",26.8154,106.8748,2021-03-15,147,2
"China",26.8154,106.8748,2021-03-16,147,2
"China",26.8154,106.8748,2021-03-17,147,2
"China",26.8154,106.8748,2021-03-18,147,2
"China",26.8154,106.8748,2021-03-19,147,2
"China",26.8154,106.8748,2021-03-20,147,2
"China",26.8154,106.8748,2021-03-21,147,2
"China",26.8154,106.8748,2021-03-22,147,2
"China",26.8154,106.8748,2021-03-23,147,2
"China",26.8154,106.8748,2021-03-24,147,2
"China",26.8154,106.8748,2021-03-25,147,2
"China",26.8154,106.8748,2021-03-26,147,2
"China",26.8154,106.8748,2021-03-27,147,2
"China",26.8154,106.8748,2021-03-28,147,2
"China",26.8154,106.8748,2021-03-29,147,2
"China",26.8154,106.8748,2021-03-30,147,2
"China",26.8154,106.8748,2021-03-31,147,2
"China",26.8154,106.8748,2021-04-01,147,2
"China",26.8154,106.8748,2021-04-02,147,2
"China",26.8154,106.8748,2021-04-03,147,2
"China",26.8154,106.8748,2021-04-04,147,2
"China",26.8154,106.8748,2021-04-05,147,2
"China",26.8154,106.8748,2021-04-06,147,2
"China",26.8154,106.8748,2021-04-07,147,2
"China",26.8154,106.8748,2021-04-08,147,2
"China",26.8154,106.8748,2021-04-09,147,2
"China",26.8154,106.8748,2021-04-10,147,2
"China",26.8154,106.8748,2021-04-11,147,2
"China",26.8154,106.8748,2021-04-12,147,2
"China",26.8154,106.8748,2021-04-13,147,2
"China",26.8154,106.8748,2021-04-14,147,2
"China",26.8154,106.8748,2021-04-15,147,2
"China",26.8154,106.8748,2021-04-16,147,2
"China",26.8154,106.8748,2021-04-17,147,2
"China",26.8154,106.8748,2021-04-18,147,2
"China",26.8154,106.8748,2021-04-19,147,2
"China",26.8154,106.8748,2021-04-20,147,2
"China",26.8154,106.8748,2021-04-21,147,2
"China",26.8154,106.8748,2021-04-22,147,2
"China",26.8154,106.8748,2021-04-23,147,2
"China",26.8154,106.8748,2021-04-24,147,2
"China",26.8154,106.8748,2021-04-25,147,2
"China",26.8154,106.8748,2021-04-26,147,2
"China",26.8154,106.8748,2021-04-27,147,2
"China",26.8154,106.8748,2021-04-28,147,2
"China",26.8154,106.8748,2021-04-29,147,2
"China",26.8154,106.8748,2021-04-30,147,2
"China",26.8154,106.8748,2021-05-01,147,2
"China",26.8154,106.8748,2021-05-02,147,2
"China",26.8154,106.8748,2021-05-03,147,2
"China",26.8154,106.8748,2021-05-04,147,2
"China",26.8154,106.8748,2021-05-05,147,2
"China",26.8154,106.8748,2021-05-06,147,2
"China",26.8154,106.8748,2021-05-07,147,2
"China",26.8154,106.8748,2021-05-08,147,2
"China",26.8154,106.8748,2021-05-09,147,2
"China",26.8154,106.8748,2021-05-10,147,2
"China",26.8154,106.8748,2021-05-11,147,2
"China",26.8154,106.8748,2021-05-12,147,2
"China",26.8154,106.8748,2021-05-13,147,2
"China",26.8154,106.8748,2021-05-14,147,2
"China",26.8154,106.8748,2021-05-15,147,2
"China",26.8154,106.8748,2021-05-16,147,2
"China",26.8154,106.8748,2021-05-17,147,2
"China",26.8154,106.8748,2021-05-18,147,2
"China",26.8154,106.8748,2021-05-19,147,2
"China",26.8154,106.8748,2021-05-20,147,2
"China",26.8154,106.8748,2021-05-21,147,2
"China",26.8154,106.8748,2021-05-22,147,2
"China",26.8154,106.8748,2021-05-23,147,2
"China",26.8154,106.8748,2021-05-24,147,2
"China",26.8154,106.8748,2021-05-25,147,2
"China",26.8154,106.8748,2021-05-26,147,2
"China",26.8154,106.8748,2021-05-27,147,2
"China",26.8154,106.8748,2021-05-28,147,2
"China",26.8154,106.8748,2021-05-29,147,2
"China",26.8154,106.8748,2021-05-30,147,2
"China",26.8154,106.8748,2021-05-31,147,2
"China",26.8154,106.8748,2021-06-01,147,2
"China",26.8154,106.8748,2021-06-02,147,2
"China",26.8154,106.8748,2021-06-03,147,2
"China",26.8154,106.8748,2021-06-04,147,2
"China",26.8154,106.8748,2021-06-05,147,2
"China",26.8154,106.8748,2021-06-06,147,2
"China",26.8154,106.8748,2021-06-07,147,2
"China",26.8154,106.8748,2021-06-08,147,2
"China",26.8154,106.8748,2021-06-09,147,2
"China",26.8154,106.8748,2021-06-10,147,2
"China",26.8154,106.8748,2021-06-11,147,2
"China",26.8154,106.8748,2021-06-12,147,2
"China",26.8154,106.8748,2021-06-13,147,2
"China",26.8154,106.8748,2021-06-14,147,2
"China",26.8154,106.8748,2021-06-15,147,2
"China",26.8154,106.8748,2021-06-16,147,2
"China",26.8154,106.8748,2021-06-17,147,2
"China",26.8154,106.8748,2021-06-18,147,2
"China",26.8154,106.8748,2021-06-19,147,2
"China",26.8154,106.8748,2021-06-20,147,2
"China",26.8154,106.8748,2021-06-21,147,2
"China",26.8154,106.8748,2021-06-22,147,2
"China",26.8154,106.8748,2021-06-23,147,2
"China",26.8154,106.8748,2021-06-24,147,2
"China",26.8154,106.8748,2021-06-25,147,2
"China",26.8154,106.8748,2021-06-26,147,2
"China",26.8154,106.8748,2021-06-27,147,2
"China",26.8154,106.8748,2021-06-28,147,2
"China",26.8154,106.8748,2021-06-29,147,2
"China",26.8154,106.8748,2021-06-30,147,2
"China",26.8154,106.8748,2021-07-01,147,2
"China",26.8154,106.8748,2021-07-02,147,2
"China",26.8154,106.8748,2021-07-03,147,2
"China",26.8154,106.8748,2021-07-04,147,2
"China",26.8154,106.8748,2021-07-05,147,2
"China",26.8154,106.8748,2021-07-06,147,2
"China",26.8154,106.8748,2021-07-07,147,2
"China",26.8154,106.8748,2021-07-08,147,2
"China",26.8154,106.8748,2021-07-09,147,2
"China",26.8154,106.8748,2021-07-10,147,2
"China",26.8154,106.8748,2021-07-11,147,2
"China",26.8154,106.8748,2021-07-12,147,2
"China",26.8154,106.8748,2021-07-13,147,2
"China",26.8154,106.8748,2021-07-14,147,2
"China",26.8154,106.8748,2021-07-15,147,2
"China",26.8154,106.8748,2021-07-16,147,2
"China",26.8154,106.8748,2021-07-17,147,2
"China",26.8154,106.8748,2021-07-18,147,2
"China",26.8154,106.8748,2021-07-19,147,2
"China",26.8154,106.8748,2021-07-20,147,2
"China",26.8154,106.8748,2021-07-21,147,2
"China",26.8154,106.8748,2021-07-22,147,2
"China",26.8154,106.8748,2021-07-23,147,2
"China",26.8154,106.8748,2021-07-24,147,2
"China",26.8154,106.8748,2021-07-25,147,2
"China",26.8154,106.8748,2021-07-26,147,2
"China",26.8154,106.8748,2021-07-27,147,2
"China",26.8154,106.8748,2021-07-28,147,2
"China",26.8154,106.8748,2021-07-29,147,2
"China",26.8154,106.8748,2021-07-30,147,2
"China",26.8154,106.8748,2021-07-31,147,2
"China",26.8154,106.8748,2021-08-01,147,2
"China",26.8154,106.8748,2021-08-02,147,2
"China",26.8154,106.8748,2021-08-03,147,2
"China",26.8154,106.8748,2021-08-04,147,2
"China",26.8154,106.8748,2021-08-05,147,2
"China",26.8154,106.8748,2021-08-06,147,2
"China",26.8154,106.8748,2021-08-07,147,2
"China",26.8154,106.8748,2021-08-08,147,2
"China",26.8154,106.8748,2021-08-09,147,2
"China",26.8154,106.8748,2021-08-10,147,2
"China",26.8154,106.8748,2021-08-11,147,2
"China",26.8154,106.8748,2021-08-12,147,2
"China",26.8154,106.8748,2021-08-13,147,2
"China",26.8154,106.8748,2021-08-14,147,2
"China",26.8154,106.8748,2021-08-15,147,2
"China",26.8154,106.8748,2021-08-16,147,2
"China",26.8154,106.8748,2021-08-17,147,2
"China",26.8154,106.8748,2021-08-18,147,2
"China",26.8154,106.8748,2021-08-19,147,2
"China",26.8154,106.8748,2021-08-20,147,2
"China",26.8154,106.8748,2021-08-21,147,2
"China",26.8154,106.8748,2021-08-22,147,2
"China",26.8154,106.8748,2021-08-23,147,2
"China",26.8154,106.8748,2021-08-24,147,2
"China",26.8154,106.8748,2021-08-25,147,2
"China",26.8154,106.8748,2021-08-26,147,2
"China",26.8154,106.8748,2021-08-27,147,2
"China",26.8154,106.8748,2021-08-28,147,2
"China",26.8154,106.8748,2021-08-29,147,2
"China",26.8154,106.8748,2021-08-30,147,2
"China",26.8154,106.8748,2021-08-31,147,2
"China",26.8154,106.8748,2021-09-01,147,2
"China",26.8154,106.8748,2021-09-02,147,2
"China",26.8154,106.8748,2021-09-03,147,2
"China",26.8154,106.8748,2021-09-04,147,2
"China",26.8154,106.8748,2021-09-05,147,2
"China",26.8154,106.8748,2021-09-06,147,2
"China",26.8154,106.8748,2021-09-07,147,2
"China",26.8154,106.8748,2021-09-08,147,2
"China",26.8154,106.8748,2021-09-09,147,2
"China",26.8154,106.8748,2021-09-10,147,2
"China",26.8154,106.8748,2021-09-11,147,2
"China",26.8154,106.8748,2021-09-12,147,2
"China",26.8154,106.8748,2021-09-13,147,2
"China",26.8154,106.8748,2021-09-14,147,2
"China",26.8154,106.8748,2021-09-15,147,2
"China",26.8154,106.8748,2021-09-16,147,2
"China",26.8154,106.8748,2021-09-17,147,2
"China",26.8154,106.8748,2021-09-18,147,2
"China",26.8154,106.8748,2021-09-19,147,2
"China",26.8154,106.8748,2021-09-20,147,2
"China",26.8154,106.8748,2021-09-21,147,2
"China",26.8154,106.8748,2021-09-22,147,2
"China",26.8154,106.8748,2021-09-23,147,2
"China",26.8154,106.8748,2021-09-24,147,2
"China",26.8154,106.8748,2021-09-25,147,2
"China",26.8154,106.8748,2021-09-26,147,2
"China",26.8154,106.8748,2021-09-27,147,2
"China",26.8154,106.8748,2021-09-28,147,2
"China",26.8154,106.8748,2021-09-29,147,2
"China",26.8154,106.8748,2021-09-30,147,2
"China",26.8154,106.8748,2021-10-01,147,2
"China",26.8154,106.8748,2021-10-02,147,2
"China",26.8154,106.8748,2021-10-03,147,2
"China",26.8154,106.8748,2021-10-04,147,2
"China",26.8154,106.8748,2021-10-05,147,2
"China",26.8154,106.8748,2021-10-06,147,2
"China",26.8154,106.8748,2021-10-07,147,2
"China",26.8154,106.8748,2021-10-08,147,2
"China",26.8154,106.8748,2021-10-09,147,2
"China",26.8154,106.8748,2021-10-10,147,2
"China",26.8154,106.8748,2021-10-11,147,2
"China",26.8154,106.8748,2021-10-12,147,2
"China",26.8154,106.8748,2021-10-13,147,2
"China",26.8154,106.8748,2021-10-14,147,2
"China",26.8154,106.8748,2021-10-15,147,2
"China",26.8154,106.8748,2021-10-16,147,2
"China",26.8154,106.8748,2021-10-17,147,2
"China",26.8154,106.8748,2021-10-18,147,2
"China",26.8154,106.8748,2021-10-19,148,2
"China",26.8154,106.8748,2021-10-20,148,2
"China",26.8154,106.8748,2021-10-21,149,2
"China",26.8154,106.8748,2021-10-22,149,2
"China",26.8154,106.8748,2021-10-23,149,2
"China",26.8154,106.8748,2021-10-24,153,2
"China",26.8154,106.8748,2021-10-25,153,2
"China",26.8154,106.8748,2021-10-26,158,2
"China",26.8154,106.8748,2021-10-27,158,2
"China",26.8154,106.8748,2021-10-28,158,2
"China",26.8154,106.8748,2021-10-29,158,2
"China",26.8154,106.8748,2021-10-30,158,2
"China",26.8154,106.8748,2021-10-31,158,2
"China",26.8154,106.8748,2021-11-01,158,2
"China",26.8154,106.8748,2021-11-02,158,2
"China",26.8154,106.8748,2021-11-03,158,2
"China",26.8154,106.8748,2021-11-04,159,2
"China",26.8154,106.8748,2021-11-05,159,2
"China",26.8154,106.8748,2021-11-06,159,2
"China",26.8154,106.8748,2021-11-07,159,2
"China",26.8154,106.8748,2021-11-08,159,2
"China",26.8154,106.8748,2021-11-09,159,2
"China",26.8154,106.8748,2021-11-10,159,2
"China",26.8154,106.8748,2021-11-11,159,2
"China",26.8154,106.8748,2021-11-12,159,2
"China",26.8154,106.8748,2021-11-13,159,2
"China",26.8154,106.8748,2021-11-14,159,2
"China",26.8154,106.8748,2021-11-15,159,2
"China",26.8154,106.8748,2021-11-16,159,2
"China",26.8154,106.8748,2021-11-17,159,2
"China",26.8154,106.8748,2021-11-18,159,2
"China",26.8154,106.8748,2021-11-19,159,2
"China",26.8154,106.8748,2021-11-20,159,2
"China",26.8154,106.8748,2021-11-21,159,2
"China",26.8154,106.8748,2021-11-22,159,2
"China",26.8154,106.8748,2021-11-23,159,2
"China",26.8154,106.8748,2021-11-24,159,2
"China",26.8154,106.8748,2021-11-25,159,2
"China",26.8154,106.8748,2021-11-26,159,2
"China",26.8154,106.8748,2021-11-27,159,2
"China",26.8154,106.8748,2021-11-28,159,2
"China",26.8154,106.8748,2021-11-29,159,2
"China",26.8154,106.8748,2021-11-30,159,2
"China",26.8154,106.8748,2021-12-01,159,2
"China",26.8154,106.8748,2021-12-02,159,2
"China",26.8154,106.8748,2021-12-03,159,2
"China",26.8154,106.8748,2021-12-04,159,2
"China",26.8154,106.8748,2021-12-05,159,2
"China",26.8154,106.8748,2021-12-06,159,2
"China",26.8154,106.8748,2021-12-07,159,2
"China",26.8154,106.8748,2021-12-08,159,2
"China",26.8154,106.8748,2021-12-09,159,2
"China",26.8154,106.8748,2021-12-10,159,2
"China",26.8154,106.8748,2021-12-11,159,2
"China",26.8154,106.8748,2021-12-12,159,2
"China",26.8154,106.8748,2021-12-13,159,2
"China",26.8154,106.8748,2021-12-14,159,2
"China",26.8154,106.8748,2021-12-15,159,2
"China",26.8154,106.8748,2021-12-16,159,2
"China",26.8154,106.8748,2021-12-17,159,2
"China",26.8154,106.8748,2021-12-18,159,2
"China",26.8154,106.8748,2021-12-19,159,2
"China",26.8154,106.8748,2021-12-20,159,2
"China",26.8154,106.8748,2021-12-21,159,2
"China",26.8154,106.8748,2021-12-22,159,2
"China",26.8154,106.8748,2021-12-23,159,2
"China",26.8154,106.8748,2021-12-24,159,2
"China",26.8154,106.8748,2021-12-25,159,2
"China",26.8154,106.8748,2021-12-26,159,2
"China",26.8154,106.8748,2021-12-27,159,2
"China",26.8154,106.8748,2021-12-28,159,2
"China",26.8154,106.8748,2021-12-29,159,2
"China",26.8154,106.8748,2021-12-30,159,2
"China",26.8154,106.8748,2021-12-31,160,2
"China",26.8154,106.8748,2022-01-01,160,2
"China",26.8154,106.8748,2022-01-02,160,2
"China",26.8154,106.8748,2022-01-03,160,2
"China",26.8154,106.8748,2022-01-04,160,2
"China",26.8154,106.8748,2022-01-05,160,2
"China",26.8154,106.8748,2022-01-06,160,2
"China",26.8154,106.8748,2022-01-07,160,2
"China",26.8154,106.8748,2022-01-08,160,2
"China",26.8154,106.8748,2022-01-09,160,2
"China",26.8154,106.8748,2022-01-10,160,2
"China",26.8154,106.8748,2022-01-11,160,2
"China",26.8154,106.8748,2022-01-12,160,2
"China",26.8154,106.8748,2022-01-13,160,2
"China",26.8154,106.8748,2022-01-14,160,2
"China",26.8154,106.8748,2022-01-15,160,2
"China",26.8154,106.8748,2022-01-16,160,2
"China",26.8154,106.8748,2022-01-17,160,2
"China",26.8154,106.8748,2022-01-18,160,2
"China",26.8154,106.8748,2022-01-19,160,2
"China",26.8154,106.8748,2022-01-20,160,2
"China",26.8154,106.8748,2022-01-21,160,2
"China",26.8154,106.8748,2022-01-22,160,2
"China",26.8154,106.8748,2022-01-23,160,2
"China",26.8154,106.8748,2022-01-24,160,2
"China",26.8154,106.8748,2022-01-25,160,2
"China",26.8154,106.8748,2022-01-26,160,2
"China",26.8154,106.8748,2022-01-27,161,2
"China",26.8154,106.8748,2022-01-28,161,2
"China",26.8154,106.8748,2022-01-29,161,2
"China",26.8154,106.8748,2022-01-30,161,2
"China",26.8154,106.8748,2022-01-31,161,2
"China",26.8154,106.8748,2022-02-01,161,2
"China",26.8154,106.8748,2022-02-02,161,2
"China",26.8154,106.8748,2022-02-03,161,2
"China",26.8154,106.8748,2022-02-04,161,2
"China",26.8154,106.8748,2022-02-05,161,2
"China",26.8154,106.8748,2022-02-06,161,2
"China",26.8154,106.8748,2022-02-07,161,2
"China",26.8154,106.8748,2022-02-08,161,2
"China",26.8154,106.8748,2022-02-09,161,2
"China",26.8154,106.8748,2022-02-10,162,2
"China",26.8154,106.8748,2022-02-11,162,2
"China",26.8154,106.8748,2022-02-12,162,2
"China",26.8154,106.8748,2022-02-13,162,2
"China",26.8154,106.8748,2022-02-14,162,2
"China",26.8154,106.8748,2022-02-15,162,2
"China",26.8154,106.8748,2022-02-16,162,2
"China",26.8154,106.8748,2022-02-17,162,2
"China",26.8154,106.8748,2022-02-18,162,2
"China",26.8154,106.8748,2022-02-19,162,2
"China",26.8154,106.8748,2022-02-20,162,2
"China",26.8154,106.8748,2022-02-21,162,2
"China",26.8154,106.8748,2022-02-22,162,2
"China",26.8154,106.8748,2022-02-23,162,2
"China",26.8154,106.8748,2022-02-24,162,2
"China",26.8154,106.8748,2022-02-25,162,2
"China",26.8154,106.8748,2022-02-26,162,2
"China",26.8154,106.8748,2022-02-27,162,2
"China",26.8154,106.8748,2022-02-28,162,2
"China",26.8154,106.8748,2022-03-01,162,2
"China",26.8154,106.8748,2022-03-02,162,2
"China",26.8154,106.8748,2022-03-03,162,2
"China",26.8154,106.8748,2022-03-04,162,2
"China",26.8154,106.8748,2022-03-05,162,2
"China",26.8154,106.8748,2022-03-06,162,2
"China",26.8154,106.8748,2022-03-07,162,2
"China",26.8154,106.8748,2022-03-08,162,2
"China",26.8154,106.8748,2022-03-09,162,2
"China",26.8154,106.8748,2022-03-10,162,2
"China",26.8154,106.8748,2022-03-11,162,2
"China",26.8154,106.8748,2022-03-12,164,2
"China",26.8154,106.8748,2022-03-13,164,2
"China",26.8154,106.8748,2022-03-14,166,2
"China",26.8154,106.8748,2022-03-15,168,2
"China",26.8154,106.8748,2022-03-16,170,2
"China",26.8154,106.8748,2022-03-17,170,2
"China",26.8154,106.8748,2022-03-18,171,2
"China",26.8154,106.8748,2022-03-19,171,2
"China",26.8154,106.8748,2022-03-20,171,2
"China",26.8154,106.8748,2022-03-21,171,2
"China",26.8154,106.8748,2022-03-22,171,2
"China",26.8154,106.8748,2022-03-23,171,2
"China",26.8154,106.8748,2022-03-24,172,2
"China",26.8154,106.8748,2022-03-25,172,2
"China",26.8154,106.8748,2022-03-26,172,2
"China",26.8154,106.8748,2022-03-27,172,2
"China",26.8154,106.8748,2022-03-28,172,2
"China",26.8154,106.8748,2022-03-29,173,2
"China",26.8154,106.8748,2022-03-30,173,2
"China",26.8154,106.8748,2022-03-31,174,2
"China",26.8154,106.8748,2022-04-01,174,2
"China",26.8154,106.8748,2022-04-02,174,2
"China",26.8154,106.8748,2022-04-03,176,2
"China",26.8154,106.8748,2022-04-04,177,2
"China",26.8154,106.8748,2022-04-05,177,2
"China",26.8154,106.8748,2022-04-06,178,2
"China",26.8154,106.8748,2022-04-07,178,2
"China",26.8154,106.8748,2022-04-08,178,2
"China",26.8154,106.8748,2022-04-09,178,2
"China",26.8154,106.8748,2022-04-10,178,2
"China",26.8154,106.8748,2022-04-11,178,2
"China",26.8154,106.8748,2022-04-12,178,2
"China",26.8154,106.8748,2022-04-13,178,2
"China",26.8154,106.8748,2022-04-14,178,2
"China",26.8154,106.8748,2022-04-15,178,2
"China",26.8154,106.8748,2022-04-16,178,2
"China",26.8154,106.8748,2022-04-17,179,2
"China",26.8154,106.8748,2022-04-18,179,2
"China",26.8154,106.8748,2022-04-19,179,2
"China",26.8154,106.8748,2022-04-20,179,2
"China",26.8154,106.8748,2022-04-21,179,2
"China",26.8154,106.8748,2022-04-22,179,2
"China",26.8154,106.8748,2022-04-23,179,2
"China",26.8154,106.8748,2022-04-24,179,2
"China",26.8154,106.8748,2022-04-25,179,2
"China",26.8154,106.8748,2022-04-26,179,2
"China",26.8154,106.8748,2022-04-27,179,2
"China",26.8154,106.8748,2022-04-28,179,2
"China",26.8154,106.8748,2022-04-29,179,2
"China",26.8154,106.8748,2022-04-30,179,2
"China",26.8154,106.8748,2022-05-01,179,2
"China",26.8154,106.8748,2022-05-02,179,2
"China",26.8154,106.8748,2022-05-03,179,2
"China",26.8154,106.8748,2022-05-04,179,2
"China",26.8154,106.8748,2022-05-05,180,2
"China",26.8154,106.8748,2022-05-06,180,2
"China",26.8154,106.8748,2022-05-07,180,2
"China",26.8154,106.8748,2022-05-08,180,2
"China",26.8154,106.8748,2022-05-09,181,2
"China",26.8154,106.8748,2022-05-10,181,2
"China",26.8154,106.8748,2022-05-11,182,2
"China",26.8154,106.8748,2022-05-12,182,2
"China",26.8154,106.8748,2022-05-13,182,2
"China",26.8154,106.8748,2022-05-14,184,2
"China",26.8154,106.8748,2022-05-15,185,2
"China",26.8154,106.8748,2022-05-16,185,2
"China",26.8154,106.8748,2022-05-17,185,2
"China",26.8154,106.8748,2022-05-18,185,2
"China",26.8154,106.8748,2022-05-19,185,2
"China",26.8154,106.8748,2022-05-20,185,2
"China",26.8154,106.8748,2022-05-21,185,2
"China",26.8154,106.8748,2022-05-22,185,2
"China",26.8154,106.8748,2022-05-23,185,2
"China",26.8154,106.8748,2022-05-24,185,2
"China",26.8154,106.8748,2022-05-25,185,2
"China",26.8154,106.8748,2022-05-26,185,2
"China",26.8154,106.8748,2022-05-27,185,2
"China",26.8154,106.8748,2022-05-28,185,2
"China",26.8154,106.8748,2022-05-29,185,2
"China",26.8154,106.8748,2022-05-30,185,2
"China",26.8154,106.8748,2022-05-31,185,2
"China",26.8154,106.8748,2022-06-01,185,2
"China",26.8154,106.8748,2022-06-02,185,2
"China",26.8154,106.8748,2022-06-03,185,2
"China",26.8154,106.8748,2022-06-04,185,2
"China",26.8154,106.8748,2022-06-05,185,2
"China",26.8154,106.8748,2022-06-06,185,2
"China",26.8154,106.8748,2022-06-07,185,2
"China",26.8154,106.8748,2022-06-08,185,2
"China",26.8154,106.8748,2022-06-09,185,2
"China",26.8154,106.8748,2022-06-10,185,2
"China",26.8154,106.8748,2022-06-11,185,2
"China",26.8154,106.8748,2022-06-12,185,2
"China",26.8154,106.8748,2022-06-13,185,2
"China",26.8154,106.8748,2022-06-14,185,2
"China",26.8154,106.8748,2022-06-15,185,2
"China",26.8154,106.8748,2022-06-16,185,2
"China",26.8154,106.8748,2022-06-17,185,2
"China",26.8154,106.8748,2022-06-18,185,2
"China",26.8154,106.8748,2022-06-19,185,2
"China",26.8154,106.8748,2022-06-20,185,2
"China",26.8154,106.8748,2022-06-21,185,2
"China",26.8154,106.8748,2022-06-22,185,2
"China",26.8154,106.8748,2022-06-23,185,2
"China",26.8154,106.8748,2022-06-24,185,2
"China",26.8154,106.8748,2022-06-25,185,2
"China",26.8154,106.8748,2022-06-26,185,2
"China",26.8154,106.8748,2022-06-27,185,2
"China",26.8154,106.8748,2022-06-28,185,2
"China",26.8154,106.8748,2022-06-29,185,2
"China",26.8154,106.8748,2022-06-30,185,2
"China",26.8154,106.8748,2022-07-01,185,2
"China",26.8154,106.8748,2022-07-02,185,2
"China",26.8154,106.8748,2022-07-03,185,2
"China",26.8154,106.8748,2022-07-04,185,2
"China",26.8154,106.8748,2022-07-05,185,2
"China",26.8154,106.8748,2022-07-06,185,2
